id,name,measurement_unit
1128,овощной бульон,по вкусу
1127,овощная смесь по-китайски,г
1126,овощная смесь замороженная для wok,г
1125,овощная смесь замороженная,г
1124,овощная смесь,г
1123,овощи,г
1122,облепиховый сироп,стакан
1121,облепиха замороженная,г
1120,облепиха,г
1119,нутовая мука,г
1118,нут консервированный,г
1117,нутелла,г
1116,нут,г
1115,нуга с орехами,г
1114,нуга,г
1113,нори,г
1112,нога ягненка без кости,г
1111,нектарины,шт.
1110,нардек,г
1109,мятный шнапс,г
1108,мятный сироп,г
1107,мята сушеная,г
1106,мята,г
1105,мясо на косточке,кг
1104,мясо криля,г
1103,мясо дикого кабана,г
1102,мясо,г
1101,мясной фарш,г
1100,мясной бульон,г
1099,мягкий творог,г
1098,мюсли,г
1097,мускатный орех молотый,г
1096,мускатный орех,г
1095,мускатное вино,г
1094,мускат белый,мл
1093,мука цельнозерновая,г
1092,мука хлебопекарная,г
1091,мука с семечками,г
1090,мука с отрубями,ч. л.
1089,мука самоподнимающаяся,г
1088,мука манитоба,г
1087,мука из пророщенной пшеницы,ст. л.
1086,мука для темпуры,г
1085,мука грубого помола,г
1084,мука «Аладушкин»,г
1083,мука 2 сорт,г
1082,мука 1 сорт,г
1081,мука,г
1080,моцарелла шарик большой,г
1079,моцарелла с травами,г
1078,моцарелла мини,г
1077,моцарелла для пиццы,г
1076,моцарелла для запекания,г
1075,моцарелла,г
1074,мортаделла,г
1073,морской язык филе,г
1072,морской язык,г
1071,морской черт,г
1070,морской коктейль замороженный,г
1069,морской коктейль в масле,упаковка
1068,морской коктейль,г
1067,морские гребешки,кг
1066,морошка,г
1065,мороженое шоколадное,мл
1064,мороженое пломбир,г
1063,мороженое малиновое,г
1062,мороженое лимонное,по вкусу
1061,мороженое клубничное,г
1060,мороженое ванильное,г
1059,мороженое,по вкусу
1058,морковь тертая,шт.
1057,морковь по-корейски,г
1056,морковь молодая,г
1055,морковь крупная,г
1054,морковь вареная,г
1053,морковь,г
1052,морковное пюре,г
1051,морепродукты,шт.
1050,молочные продукты,г
1049,молочная смесь,г
1048,молоко топленое,г
1047,молоко сухое обезжиренное,ст. л.
1046,молоко сухое,г
1045,молоко сгущенное с какао,г
1044,молоко сгущенное вареное,ст. л.
1043,молоко сгущенное,г
1042,молоко рисовое,мл
1041,молоко концентрированное,г
1040,молоко козье,г
1039,молоко 6%,г
1038,молоко 4%,г
1037,"молоко 3,6%",г
1036,"молоко 3,2%",г
1035,"молоко 2,5%",г
1034,"молоко 1,5%",г
1033,"молоко 0,5%",г
1032,молоко,г
1031,моллюски,г
1030,мойва,г
1029,можжевельник ягоды,г
1028,мисо-суп,пакет
1027,мисо-паста,г
1026,минтай филе,г
1025,минтай печень,г
1024,минтай,г
1023,минога,г
1022,мини-кукуруза,шт.
1021,миндаль рубленый,г
1020,миндаль очищенный,г
1019,миндальный экстракт,капля
1018,миндальный сироп,г
1017,миндальный ликер,г
1016,миндальные лепестки,г
1015,миндальное пралине,г
1014,миндальное печенье,г
1013,миндальное молоко,г
1012,миндальное масло,г
1011,миндальная эссенция,г
1010,миндальная паста,г
1009,миндальная мука,г
1008,миндальная масса,г
1007,миндаль измельченный,г
1006,миндаль жареный,г
1005,миндаль,г
1004,микрозелень,горсть
1003,мидии копченые в масле,г
1002,мидии замороженные,шт.
1001,мидии в раковинах мелкие зеленые,г
1000,мидии в раковинах крупные черные,г
999,мидии в раковинах,г
998,мидии,г
997,меренги,шт.
996,мелисса,г
995,мед лавандовый,г
994,мед жидкий,г
993,мед гречишный,г
992,мед акации,г
991,мед,г
990,маш,г
989,мацони,г
988,маца,г
987,мафальдине,г
986,матча,г
985,мастика шоколадная,г
984,мастика желатиновая,г
983,мастика,г
982,маслята,г
981,масло кедрового ореха,г
980,масло для фритюра,г
979,масло грецкого ореха,ч. л.
978,масло виноградных косточек,г
977,масло авокадо,г
976,маслины без косточек,г
975,маслины,г
974,маскарпоне,г
973,маршмеллоу мини,г
972,маршмеллоу крем,г
971,маршмеллоу,г
970,марципан розовый,г
969,марципан зеленый,г
968,марципан,по вкусу
967,мартини красный,г
966,мартини,г
965,марсала,стакан
964,мармелад бутербродный,г
963,мармелад,по вкусу
962,маргарин сливочный,г
961,маргарин,г
960,маракуйя,г
959,манная крупа,г
958,мандарины в собственном соку,г
957,мандарины,по вкусу
956,мандариновый сок,г
955,мандариновые цукаты,г
954,мандариновое пюре,г
953,мангустин,шт.
952,мангольд,г
951,манго консервированное,г
950,манговый сироп,мл
949,манго,по вкусу
948,малиновый чай,г
947,малиновый уксус,мл
946,малиновый соус,ч. л.
945,малиновый сироп,ч. л.
944,малиновый крем,г
943,малиновый джем,г
942,малиновое пюре,г
941,малиновое желе,г
940,малиновое варенье,г
939,малина сушеная,г
938,"малина, протертая с сахаром",стакан
937,малина замороженная,г
936,малина,г
935,маковая масса,пачка
934,мак молотый,г
933,маккерончини,г
932,макароны-ушки (orecchiette),г
931,макароны-спиральки (fusilli),г
930,макароны-рожки (pipe rigate),г
929,макароны рисони,г
928,макароны-ракушки крупные,г
927,макароны-ракушки (conchiglie rigate),г
926,макароны-ракушки (conchiglie),г
925,макароны орзо,г
924,макароны-звездочки,стакан
923,макароны диталони,г
922,макароны джильи,г
921,макароны букатини,г
920,макароны-бантики,г
919,макароны баветте,г
918,макароны-бабочки (farfalle) мини,г
917,макароны-бабочки (farfalle),г
916,макароны,г
915,макаронные изделия мелкие,г
914,макаронные изделия,г
913,мак,г
912,майоран сушеный,г
911,майоран свежий,по вкусу
910,майоран,г
909,майонез «Слобода» Сметанный,г
908,майонез «Слобода» С лимонным соком,г
907,майонез «Слобода» Провансаль,г
906,майонез «Слобода» Оливковый,г
905,майонез «Слобода» На перепелиных яйцах,г
904,майонез «Слобода» Легкий,г
903,майонез оливковый,г
902,майонезный соус «Слобода» Постный,г
901,майонез легкий,г
900,майонез домашний,г
899,майонез,г
898,мадера,г
897,маасдам,г
896,любисток,г
895,льняное семя молотое,г
894,льняное семя,г
893,льняное масло,ч. л.
892,льняная мука,г
891,лук-шалот красный,шт.
890,лук-шалот,г
889,лук сушеный,г
888,лук салатный,шт.
887,лук репчатый мелкий,г
886,лук репчатый,г
885,лук-резанец,по вкусу
884,лук-порей,горсть
883,луковый порошок,г
882,луковая шелуха,г
881,лук маринованный,г
880,лук красный,по вкусу
879,лук зеленый,г
878,лук белый,по вкусу
877,лосятина,кг
876,лосось холодного копчения,г
875,лосось филе на коже,г
874,лосось филе,г
873,лосось стейки,г
872,лосось слабосоленый,г
871,лосось свежий филе,г
870,лосось свежий,г
869,лосось свежесоленый,г
868,лосось копченый,г
867,лосось горячего копчения,г
866,лосось,г
865,лососевый фарш,г
864,лососевые молоки,г
863,лонгконг,шт.
862,лонган,г
861,лобстер,г
860,личи компот,г
859,личи,шт.
858,лисички сушеные,г
857,лисички,г
856,лингвине,шт.
855,лимоны,г
854,лимончелло,г
853,лимонный экстракт,г
852,лимонный уксус,г
851,лимонный сок,г
850,лимонные цукаты,г
849,лимонные корочки засахаренные,г
848,лимонник ягоды,г
847,лимонник стебель,г
846,лимонная цедра,г
845,лимонная кислота,г
844,лимонад,г
843,ликер сливочный,г
842,ликер кремовый,г
841,ликер Cointreau,г
840,ликер Baileys,г
839,ликер Amaretto,г
838,ликер Alchermes,г
837,ликер,г
836,ливер,г
835,лечо,г
834,лесные орехи,г
833,лепешки арабские,шт.
832,лепешки,г
831,лен семена,г
830,лемонграсс (лимонное сорго),г
829,леди-фиш тушка,шт.
828,лед,г
827,легкие,г
826,латук,г
825,лапша яичная в гнездах,шт.
824,лапша ширатаки,г
823,лапша для лагмана,упаковка
822,лапша,г
821,лангустины,шт.
820,лаймовый сок,г
819,лаймовая цедра,г
818,лайм листья,шт.
817,лайм,г
816,лавровый лист,г
815,лавровые листья свежие,шт.
814,лаваш тонкий,пласт
813,лаваш персидский круглый,г
812,лаваш армянский,г
811,лаваш,по вкусу
810,лавандовый краситель,ч. л.
809,лаванда сушеная,щепотка
808,лаванда,г
807,кэроб,г
806,кускус жемчужный,стакан
805,кускус,г
804,куропатки,г
803,куркума,г
802,курица тушка,г
801,курица копченая,г
800,курица для жарки,кг
799,курица вареная,г
798,курица,г
797,куриный фарш,г
796,куриный суповой набор,кг
795,куриный паштет,г
794,куриный бульон,г
793,куриные сердечки,г
792,куриные потрошки,г
791,куриные окорочка копченые,г
790,куриные окорочка,г
789,куриные крылья,г
788,куриные кости,г
787,куриные желудочки,шт.
786,куриные грудки копченые,г
785,куриные грудки вареные,г
784,куриные грудки,г
783,куриные голени копченые,шт.
782,куриные голени,г
781,куриные бедра,г
780,куриное филе,г
779,куриное карпаччо,г
778,куриная печень,г
777,куриная кожа,г
776,куриная ветчина,г
775,курдючный жир,г
774,курдючное сало,г
773,курага,по вкусу
772,купаты,шт.
771,кунжут черный,ч. л.
770,кунжутные семечки,по вкусу
769,кунжутное масло,г
768,кунжутная паста,г
767,кунжутная мука,г
766,кунжут,г
765,кумкваты,горсть
764,кумин,г
763,кукурузный крахмал,по вкусу
762,кукурузный (золотой) сироп,г
761,кукурузные чипсы,г
760,кукурузные хлопья глазированные,г
759,кукурузные хлопья,г
758,кукурузные палочки,г
757,кукурузные лепешки,шт.
756,кукурузное масло,г
755,кукурузная мука,г
754,кукурузная крупа,г
753,кукуруза обжаренная кикос,г
752,кукуруза консервированная,г
751,кукуруза замороженная,г
750,кукуруза,г
749,крыжовниковое варенье,банка
748,крыжовник,г
747,крутоны мелкие,г
746,круассаны,по вкусу
745,кроличья печень,г
744,кролик филе,г
743,кролик тушка,г
742,кролик,г
741,кровь,мл
740,кресс-салат,г
739,крем-фреш,г
738,крем заварной порошковый,г
737,крем заварной,г
736,крекер соленый,г
735,крекер,г
734,креветки тигровые,г
733,креветки сушеные,г
732,креветки салатные,г
731,креветки очищенные в рассоле,г
730,креветки очищенные,г
729,креветки королевские,г
728,креветки замороженные,г
727,креветки,г
726,крахмал,г
725,красный винный соус,г
724,красносмородиновое варенье,г
723,красноперка,шт.
722,"красная смородина, протертая с сахаром",ст. л.
721,красная смородина,г
720,краситель пищевой черный,г
719,краситель пищевой фиолетовый,г
718,краситель пищевой оранжевый,г
717,краситель пищевой красный,г
716,краситель пищевой зеленый,ст. л.
715,краситель пищевой желтый,г
714,краситель пищевой вишневый,щепотка
713,краситель пищевой,г
712,краситель-гель пищевой,шт.
711,крапива,г
710,крабы,г
709,краб снежный,по вкусу
708,крабовые палочки,по вкусу
707,крабовое мясо,г
706,кофе эспрессо,стакан
705,кофе черный,г
704,кофе свежесваренный,г
703,кофе растворимый,г
702,кофе молотый,ст. л.
701,кофейный экстракт,мл
700,кофейный сироп,г
699,кофейный напиток,мл
698,кофейный ликер Kahlua,мл
697,кофейный ликер,г
696,кофейные зерна в шоколаде,г
695,кофе зеленый,г
694,кофе в зернах,стакан
693,кость сахарная,г
692,кости мозговые,г
691,кости,г
690,корюшка горячего копчения,г
689,корюшка,г
688,корнишоны маринованые,г
687,корнишоны,г
686,корица молотая,г
685,корица,г
684,коринка,ст. л.
683,кориандр семена,г
682,кориандр молотый,г
681,кориандр зелень,г
680,кориандр,г
679,коренья,по вкусу
678,копчености,г
677,коньяк,г
676,конфитюрка,упаковка
675,конфитюр,по вкусу
674,конфеты Трюфель,г
673,конфеты Коровка,г
672,конфеты жевательные лакричные,г
671,конфеты M&M’s,г
670,конфеты,по вкусу
669,конопля семена,г
668,конопляное масло,ст. л.
667,компот,г
666,колбаски сырокопченые,шт.
665,колбаски охотничьи,г
664,колбаски домашние,шт.
663,колбаски для жарки,г
662,колбаски,г
661,колбаска свиная свежая (salsiccia),шт.
660,колбаса сырокопченая,г
659,колбаса полукопченая,г
658,колбаса кровяная,г
657,колбаса копченая,г
656,колбаса варено-копченая,г
655,колбаса вареная,г
654,колбаса,г
653,кола,г
652,кокосы,г
651,кокосовый экстракт,г
650,кокосовый ликер,ст. л.
649,кокосовые сливки,г
648,кокосовое молоко,г
647,кокосовое масло,мл
646,кокосовая стружка цветная,г
645,кокосовая стружка,г
644,кокосовая мука,ст. л.
643,кокосовая вода,стакан
642,кока-кола,ст. л.
641,козлятина молодая,кг
640,козлиная печень,г
639,клюквенный соус,г
638,клюквенный сироп,г
637,клюквенный морс,ст. л.
636,клюквенный джем,г
635,клюквенное варенье,г
634,"клюква, протертая с сахаром",г
633,клюква замороженная,г
632,клюква вяленая,г
631,клюква,г
630,клубничный сироп,г
629,клубничный ликер,г
628,клубничный компот,стакан
627,клубничный джем густой,мл
626,клубничный джем,г
625,клубничное пюре,г
624,клубничное желе,упаковка
623,клубничное варенье,г
622,клубника сушеная,г
621,"клубника, протертая с сахаром",г
620,клубника замороженная,г
619,клубника в сиропе,г
618,клубника,г
617,кленовый сироп,г
616,клементины,г
615,клейковина,г
614,кишки,г
613,кисломолочный напиток Тан,мл
612,кисель сухой,г
611,кисель,г
610,кирш,ст. л.
609,кипяток,г
608,киноа молотая,г
607,киноа,г
606,кинза сушеная,г
605,кинза свежая,зубчик
604,кимчи,г
603,килька,г
602,кизил,г
601,кижуч горячего копчения филе,г
600,кижуч,г
599,киви желе,г
598,киви,кг
597,кивано,г
596,кешью,г
595,кефир обезжиренный,г
594,"кефир 3,2%",г
593,"кефир 2,5%",г
592,кефир 1%,г
591,кефир,по вкусу
590,кефаль,г
589,кетчуп шашлычный,г
588,кетчуп тосканский,ст. л.
587,кетчуп томатный,г
586,кетчуп острый,по вкусу
585,кета,г
584,кедровые орехи жареные,г
583,кедровые орехи,г
582,кедровая мука,г
581,квас хлебный,г
580,квасной концентрат сухой,упаковка
579,квасное сусло,г
578,квас,г
577,каштаны очищенные,г
576,каштаны консервированные,г
575,каштаны вареные,г
574,каштаны,г
573,каштановый крем,г
572,каштановая мука,г
571,каша для детского питания,г
570,каша,г
569,каффир-лайм листья,по вкусу
568,катык,г
567,картофель печеный,г
566,картофельный хэш замороженный,г
565,картофельный отвар,г
564,картофельный крахмал,г
563,картофельные чипсы,г
562,картофельные хлопья,г
561,картофельные ньокки,г
560,картофельное пюре,по вкусу
559,картофель молодой,г
558,картофель вареный в мундире,г
557,картофель вареный,г
556,картофель,г
555,карри паста,пакет
554,карри листья,г
553,карри,г
552,карп филе,кг
551,карп зеркальный,кг
550,карп,г
549,каркаде,г
548,кардамон стручки,шт.
547,кардамон молотый,г
546,кардамон зерна,ч. л.
545,кардамон,г
544,карбонад,г
543,карась,г
542,карамель соленая,г
541,карамель с начинкой,г
540,карамельный соус,г
539,карамель,мл
538,карамбола,г
537,каракатица очищенная,г
536,каракатица,г
535,капучино,г
534,капустный рассол,г
533,капуста цветная замороженная,г
532,капуста цветная,г
531,капуста савойская,г
530,капуста пекинская,г
529,капуста морская сушеная,г
528,капуста морская замороженная,г
527,капуста морская,по вкусу
526,капуста краснокочанная,г
525,капуста кольраби,г
524,капуста квашеная,по вкусу
523,капуста кале,г
522,капуста брюссельская замороженная,г
521,капуста брюссельская,г
520,капуста белокочанная,г
519,каперсы маринованные,г
518,каперсы в винном уксусе,г
517,каперсы,г
516,капеллини,г
515,каннеллони,г
514,кандурин золотой,ч. л.
513,кампари,мл
512,камбала филе,г
511,камбала,г
510,камамбер,упаковка
509,кальмары филе,шт.
508,кальмары консервированные,г
507,кальмары замороженные,г
506,кальмары вареные,г
505,кальмары,г
504,кальвадос,г
503,калинджи семена,ч. л.
502,калина протертая,г
501,калина,по вкусу
500,какао сгущенное,банка
499,какао-порошок обезжиренный,г
498,какао-порошок,по вкусу
497,какао-масло,г
496,какао-бобы,г
495,какао,горсть
494,каджунская смесь специй,ст. л.
493,кабачки молодые,г
492,кабачки замороженные,г
491,кабачки,г
490,йогурт фруктовый,г
489,йогурт обезжиренный,г
488,йогурт нежирный,г
487,йогурт натуральный,г
486,йогурт козий,г
485,йогурт жирный,г
484,йогурт греческий,г
483,йогурт,г
482,итальянские травы,г
481,ириски,г
480,ирга,г
479,инжир сушеный,г
478,инжир свежий,г
477,инжир,г
476,индюшачья печень,г
475,индоутка,шт.
474,индейка филе,г
473,индейка фарш,г
472,индейка тушка,шт.
471,индейка копченая,г
470,индейка грудка,г
469,индейка голень,г
468,индейка,г
467,имбирь молотый,г
466,имбирь маринованный,г
465,имбирь корень,г
464,имбирь засахаренный,г
463,имбирь,г
462,имбирные цукаты,ст. л.
461,имбирное печенье,по вкусу
460,имбирное варенье,г
459,икра черная,г
458,икра судака,г
457,икра палтуса,г
456,икра мойвы,г
455,икра лосося,г
454,икра летучей рыбы,г
453,икра красной рыбы мелкая,г
452,икра красная,г
451,икра горбуши зернистая,г
450,икра вяленой рыбы,г
449,икра,г
448,изюм черный,г
447,изюм белый,г
446,изюм без косточек,г
445,изюм,г
444,изолят соевого протеина,г
443,зубатка филе,г
442,зубатка,г
441,злаковые хлопья,г
440,зира,г
439,зефир,г
438,земляника замороженная,г
437,земляника,по вкусу
436,зелень рубленая,г
435,зелень,г
434,зверобой,по вкусу
433,заправка для салатов готовая,г
432,заменитель сахара стевия,г
431,заменитель сахара,по вкусу
430,закваска вечная,г
429,закваска,пакет
428,зайчатина,г
427,загуститель для сливок,г
426,завтрак сухой подушечки,г
425,завтрак сухой,г
424,заатар,щепотка
423,жир растительный,г
422,жир кулинарный,г
421,жир вытопленный,стакан
420,жир,г
419,жимолость,г
418,жидкий дым,г
417,женьшень,г
416,желирующий сахар,г
415,желирующее вещество,упаковка
414,желе для торта,упаковка
413,желе,г
412,желатин листовой,по вкусу
411,желатин,г
410,ёрш-носарь,шт.
409,ерш,г
408,ежевика замороженная,г
407,ежевика,г
406,дыня,г
405,душица,г
404,дубовая кора,г
403,дрожжи сухие,по вкусу
402,дрожжи свежие,г
401,дрожжи домашние,г
400,драже,г
399,дорада тушка,шт.
398,дорада с головой,шт.
397,дорада потрошеная с головой,шт.
396,дорада,шт.
395,долма,г
394,диоксид титана,г
393,джусай,г
392,джин,г
391,джем,г
390,детское питание,г
389,дайкон,г
388,гусь тушка,кг
387,гусь,г
386,гусиный жир,ст. л.
385,гусиная печень,г
384,гусиная грудка копченая,г
383,гурьевская каша,г
382,гуанчиале,г
381,гуава,шт.
380,грюйер,г
379,груши вяленые,г
378,груши,по вкусу
377,грушевый уксус,ст. л.
376,грушевый сок,г
375,грушевый сироп,мл
374,грушевый ликер,мл
373,грушевое пюре,г
372,грудинка копченая,по вкусу
371,грудинка варено-копченая,г
370,грудинка,г
369,гриссини,г
368,гриль,г
367,грибы шиитаке сухие,г
366,грибы шиитаке,г
365,грибы сухие,г
364,грибы соломенные консервированные,шт.
363,грибы соленые,г
362,грибы свежие,г
361,грибы маринованные,г
360,грибы лесные,г
359,грибы замороженные (опята и маслята),г
358,грибы замороженные,г
357,грибы белые сухие,г
356,грибы белые маринованные,г
355,грибы белые замороженные,г
354,грибы белые,г
353,грибы,г
352,гречневые хлопья,г
351,гречневое молоко,стакан
350,гречневая мука,г
349,гречневая лапша соба,г
348,гречневая крупа зеленая,ст. л.
347,гречневая крупа,г
346,грецкие орехи рубленые,г
345,грецкие орехи,г
344,гренки,г
343,гренадин,г
342,грейпфруты розовые,г
341,грейпфруты,г
340,грейпфрутовый сок,г
339,грейпфрутовая цедра,г
338,гратен,кг
337,граппа,ч. л.
336,гранола с орехами,г
335,гранита,г
334,гранаты,г
333,гранатовый соус,ч. л.
332,гранатовый сок свежевыжатый,мл
331,гранатовый сок,г
330,гранатовый сироп,г
329,гранатовая паста,ст. л.
328,гранатные зерна,г
327,грана падано,ст. л.
326,горчичный порошок,г
325,горчичное масло,г
324,горчица цитрусовая,г
323,горчица французская,г
322,горчица сухая,г
321,горчица с зернами,г
320,горчица семена,г
319,горчица русская,ст. л.
318,горчица острая,г
317,горчица желтая семена,г
316,горчица дижонская с медом,г
315,горчица дижонская,г
314,горчица,г
313,горошек стручковый свежий,г
312,горошек зеленый консервированный,г
311,горошек зеленый замороженный,г
310,горошек зеленый,г
309,гороховый суп,г
308,гороховые ростки,горсть
307,горох колотый,г
306,горох,г
305,горгонзола пиканте,г
304,горгонзола,г
303,горбуша филе,г
302,горбуша в собственном соку,банка
301,горбуша,по вкусу
300,голубь,г
299,голубика замороженная,г
298,голубика,г
297,голец филе,шт.
296,годжи,г
295,говяжья шейка,кг
294,говяжья черева,г
293,говяжья печень,шт.
292,говяжья мякоть,кг
291,говяжья мозговая кость,шт.
290,говяжья лопатка,г
289,говяжья грудинка,кг
288,говяжья вырезка,шт.
287,говяжьи стейки рибай,г
286,говяжьи ребра,г
285,говяжьи легкие,г
284,говяжьи голяшки,г
283,говяжьи бифштексы,г
282,говяжье сердце,по вкусу
281,говяжий язык,г
280,говяжий фарш,по вкусу
279,говядина на кости,г
278,говядина,г
277,глюкоза сироп,г
276,глюкоза,г
275,глутамат натрия,г
274,глазурь шоколадная белая,г
273,глазурь черная,по вкусу
272,глазурь готовая,по вкусу
271,глазурь белая,г
270,глазурь,г
269,геркулес,г
268,герань листья,г
267,гвоздика молотая,по вкусу
266,гвоздика,г
265,гаспачо,г
264,гарнир,г
263,гарам масала,г
262,ганаш,г
261,гамбургер,г
260,галеты,г
259,галангал корень,долька
258,вустерширский соус,г
257,водоросли,г
256,водка анисовая,ч. л.
255,водка,г
254,вода минеральная газированная,г
253,вода минеральная без газа,стакан
252,вода,г
251,"вишня, протертая с сахаром",г
250,вишня мараскино,шт.
249,вишня коктейльная,г
248,вишня засахаренная кондитерская,шт.
247,вишня замороженная,г
246,вишня вяленая,г
245,вишня,г
244,вишневый сок,г
243,вишневый сироп,стакан
242,вишневый ликер,по вкусу
241,вишневый джем,г
240,вишневые листья,г
239,вишневое варенье,г
238,вишневая настойка,мл
237,витамин C в порошке,г
236,виски,г
235,вино розовое полусухое,г
234,вино розовое полусладкое,ст. л.
233,вино крепленое,г
232,вино красное сухое,г
231,вино красное сладкое,г
230,вино красное полусухое,г
229,вино красное полусладкое,г
228,вино красное,г
227,вино игристое сухое,г
226,вино десертное,г
225,виноград черный,г
224,виноград синий,г
223,виноградный сок осветленный,ч. л.
222,виноградный сок,г
221,виноградные листья молодые,шт.
220,виноградные листья маринованные,г
219,виноградные листья,г
218,виноградное желе,ст. л.
217,виноград изабелла,кг
216,виноград белый,г
215,виноград без косточек,г
214,виноград,г
213,вино белое сухое,г
212,вино белое столовое,стакан
211,вино белое сладкое,г
210,вино белое полусухое,г
209,вино белое полусладкое,г
208,вино белое,по вкусу
207,винный уксус на эстрагоне,ст. л.
206,винный уксус на чесноке,ч. л.
205,винный уксус красный,ч. л.
204,винный уксус белый,г
203,винный уксус,г
202,винный камень,щепотка
201,винегрет,г
200,вешенки,г
199,ветчина сырокопченая,г
198,ветчина пармская,г
197,ветчина копченая,г
196,ветчина варено-копченая,кусок
195,ветчина вареная,г
194,ветчина,г
193,вермут сухой,г
192,вермут белый,г
191,вермут,г
190,вермишель яичная,г
189,вермишель,г
188,вафли шоколадные,г
187,вафли,г
186,вафельные трубочки,г
185,вафельные коржи,г
184,вафельная крошка,г
183,васаби,г
182,варенье,г
181,ванильный экстракт,по вкусу
180,ванильный сироп,г
179,ванильный порошок,г
178,ванильная эссенция,г
177,ванильная настойка,ст. л.
176,ваниль в стручках,г
175,ванилин,г
174,бычий хвост,г
173,бусинки кондитерские серебряные,по вкусу
172,бусинки кондитерские,ч. л.
171,буряк,г
170,Буррата,г
169,бурбон,г
168,бульонные кубики,г
167,бульон,г
166,булочки с кунжутом,шт.
165,булочки ржаные,кусок
164,булочки зерновые,шт.
163,булочки для гамбургеров,шт.
162,булочки вчерашние,шт.
161,булочки бриошь,шт.
160,булочки белые черствые,г
159,булочки,г
158,булка сдобная,г
157,булка белая,г
156,булка,кусок
155,булгур,г
154,букет гарни,пучок
153,бузина сироп,ст. л.
152,буженина,г
151,брюква,г
150,брынза сербская,г
149,брынза,по вкусу
148,брусничный соус,г
147,брусничное варенье,г
146,брусника сушеная,г
145,брусника свежая,г
144,брусника замороженная,г
143,брокколи свежая,г
142,брокколи замороженная,г
141,бренди,г
140,брезаола,г
139,ботарга,г
138,бобы тонка,шт.
137,бобы мунг пророщенные,г
136,бобы,г
135,бобовые ростки,г
134,блины овсяные,шт.
133,блины готовые,г
132,блинная мука,г
131,бифштекс,шт.
130,бисквит шоколадный,г
129,бисквитный рулет,г
128,бисквитный корж,г
127,бисквитная крошка,г
126,бисквит,г
125,бисквик смесь готовая,пакет
124,бирнель,мл
123,белорыбица,г
122,бекон сырокопченый,г
121,бекон варено-копченый,г
120,бекон,по вкусу
119,безе,г
118,батончики шоколадные,г
117,батон,г
116,батат,г
115,бастурма,г
114,барбарис молотый,г
113,барбарис вяленый,ст. л.
112,барбарис,г
111,баранья печень,г
110,баранья нога,г
109,баранья лопатка,кг
108,бараньи ребрышки,шт.
107,бараньи потроха,кг
106,бараньи голяшки,шт.
105,бараньи антрекоты,кг
104,баранки,г
103,баранина,г
102,бараний фарш,г
101,бараний окорок на косточке,кусок
100,бараний ливер,г
99,барабулька,г
98,бананы мини,г
97,бананы,г
96,банановый ликер,мл
95,банановый зеленый сироп,мл
94,банановые чипсы,горсть
93,банановое пюре,г
92,бамия,г
91,бальзам рижский черный,ст. л.
90,бальзамический уксус,стакан
89,бальзамический соус,ст. л.
88,бальзамический крем,стакан
87,бальзам,г
86,балык,г
85,баклажаны тайские,г
84,баклажаны мини,г
83,баклажаны,по вкусу
82,базилик фиолетовый,г
81,базилик тайский,горсть
80,базилик сушеный,г
79,базилик свежий,г
78,базилик лимонный,г
77,бадьян,щепотка
76,бадан,звездочка
75,багет мини,г
74,багет вчерашний,г
73,багет,г
72,аши,г
71,ассорти ягодное,г
70,ассорти фруктовое,г
69,ассорти овощное,г
68,ассорти мясное,г
67,аспирин,шт.
66,артишоки маринованные,г
65,артишоки в масле,г
64,артишоки,г
63,"ароматизатор ""ром""",г
62,"ароматизатор ""малина""",капля
61,"ароматизатор ""вишня""",капля
60,"ароматизатор ""ананас""",по вкусу
59,ароматизатор,г
58,аришта,г
57,аргановое масло,г
56,арбузы,г
55,арбузная мякоть,г
54,арахис соленый,г
53,арахисовое масло,г
52,арахисовая паста,г
51,арахис жареный,г
50,арахис,г
49,апельсины крупные,шт.
48,апельсины красные,шт.
47,апельсины,г
46,апельсиновый экстракт,ч. л.
45,апельсиновый уксус,ст. л.
44,апельсиновый сок свежевыжатый,г
43,апельсиновый сок,по вкусу
42,апельсиновый сироп,стакан
41,апельсиновый ликер,г
40,апельсиновый джем с имбирем,г
39,апельсиновый джем,г
38,апельсиновые цукаты,г
37,апельсиновое варенье,г
36,апельсиновая эссенция,ч. л.
35,апельсиновая цедра,г
34,апельсиновая вода,г
33,анчоусы,г
32,анис семена,г
31,анисовый ликер,мл
30,анис звездочки,г
29,анис,по вкусу
28,ананасы консервированные,по вкусу
27,ананасы вяленые,г
26,ананасы,г
25,ананасовый сок,г
24,ананасовый сироп,г
23,амарантовая мука,г
22,альмехи,г
21,альбухара,шт.
20,алыча,г
19,алкоголь крепкий,ст. л.
18,алкоголь,стакан
17,акула стейки,г
16,айсинг,г
15,айран,г
14,айвовое пюре,г
13,айва,по вкусу
12,аджика зеленая,г
11,аджика,г
10,аграм,г
9,агар-агар,г
8,агава сироп,г
7,авокадо,по вкусу
6,абрикосы консервированные,г
5,абрикосы,г
4,абрикосовый сок,стакан
3,абрикосовый джем,г
2,абрикосовое пюре,г
1,абрикосовое варенье,г
